id,Stars_name,Distance,Mass,Radius,luminosity
419,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
420,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
421,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
422,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
423,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
424,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
425,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
426,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
427,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
428,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
429,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
430,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
431,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
432,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
433,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
434,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
435,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
436,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
437,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
438,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
439,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
440,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
441,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
442,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
443,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
444,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
445,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
446,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
447,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
448,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
449,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
450,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
451,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
452,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
453,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
454,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
455,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
456,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
457,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
458,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
459,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
460,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
461,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
462,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
463,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
464,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
465,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
466,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
467,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
468,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
469,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
470,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
471,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
472,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
473,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
474,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
475,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
476,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
477,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
478,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
479,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
480,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
481,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
482,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
483,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
484,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
485,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
486,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
487,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
488,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
489,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
490,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
491,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
492,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
493,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
494,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
495,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
496,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
497,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
498,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
499,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
500,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
501,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
502,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
503,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
504,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
505,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
506,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
507,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
508,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
509,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
510,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
511,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
512,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
513,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
514,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
515,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
516,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
517,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
518,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
519,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
520,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
521,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
522,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
523,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
524,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
525,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
526,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
527,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
528,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
529,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
530,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
531,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
532,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
533,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
534,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
535,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
536,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
537,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
538,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
539,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
540,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
541,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
542,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
543,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
544,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
545,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
546,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
547,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
548,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
549,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
550,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
551,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
552,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
553,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
554,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
555,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
556,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
557,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
558,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
559,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
560,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
561,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
562,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
563,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
564,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
565,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
566,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
567,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
568,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
569,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
570,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
571,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
572,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
573,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
574,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
575,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
576,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
577,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
578,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
579,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
580,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
581,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
582,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
583,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
584,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
585,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
586,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
587,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
588,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
589,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
590,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
591,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
592,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
593,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
594,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
595,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
596,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
597,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
598,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
599,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
600,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
601,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
602,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
603,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
604,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
605,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
606,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
607,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
608,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
609,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
610,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
611,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
612,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
613,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
614,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
615,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
616,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
617,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
618,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
619,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
620,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
621,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
622,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
623,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
624,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
625,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
626,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
627,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
628,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
629,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
630,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
631,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
632,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
633,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
634,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
635,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
636,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
637,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
638,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
639,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
640,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
641,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
642,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
643,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
644,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
645,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
646,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
647,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
648,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
649,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
650,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
651,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
652,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
653,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
654,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
655,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
656,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
657,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
658,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
659,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
660,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
661,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
662,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
663,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
664,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
665,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
666,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
667,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
668,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
669,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
670,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
671,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
672,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
673,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
674,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
675,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
676,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
677,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
678,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
679,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
680,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
681,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
682,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
683,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
684,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
685,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
686,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
687,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
688,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
689,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
690,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
691,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
692,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
693,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
694,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
695,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
696,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
697,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
698,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
699,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
700,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
701,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
702,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
703,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
704,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
705,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
706,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
707,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
708,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
709,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
710,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
711,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
712,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
713,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
714,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
715,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
716,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
717,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
718,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
719,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
720,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
721,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
722,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
723,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
724,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
725,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
726,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
727,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
728,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
729,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
730,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
731,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
732,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
733,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
734,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
735,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
736,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
737,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
738,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
739,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
740,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
741,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
742,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
743,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
744,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
745,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
746,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
747,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
748,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
749,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
750,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
751,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
752,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
753,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
754,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
755,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
756,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
757,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
758,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
759,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
760,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
761,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
762,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
763,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
764,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
765,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
766,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
767,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
768,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
769,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
770,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
771,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
772,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
773,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
774,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
775,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
776,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
777,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
778,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
779,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
780,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
781,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
782,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
783,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
784,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
785,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
786,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
787,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
788,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
789,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
790,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
791,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
792,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
793,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
794,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
795,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
796,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
797,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
798,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
799,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
800,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
801,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
802,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
803,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
804,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
805,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
806,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
807,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
808,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
809,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
810,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
811,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
812,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
813,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
814,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
815,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
816,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
817,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
818,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
819,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
820,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
821,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
822,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
823,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
824,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
825,Pisces,+21° 15′ 02″,36.1,K0V+T7.5,B
